molecular_trait_id.x	cs_order.x	molecular_trait_id.y	cs_order.y	n	max_effect.ha	max_effect.m	haQTL_unique_gene	mQTL_unique_gene	shared_gene	cat
tad562	2	tad562	10	1	-0.39997203306622137	0.2173124829429091	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad564	1	tad564	15	5	0.2989635849594742	0.19272720885424993	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad564	2	tad564	13	5	-0.15136189830365346	-0.16650126566766738	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad597	3	tad597	2	1	0.13155028172960798	-0.1384706032650037	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad599	3	tad599	7	11	0.1140302538779857	-0.16452346987053929	NA	NA	NA	No TSS in affected region, R^2 = -0.655
tad60	1	tad60	5	1	0.6640457893017844	-0.8157826136000426	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad60	3	tad60	7	1	-0.5343753934969925	0.5237926346335494	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad607	3	tad607	2	7	-0.17446078041717972	0.19432444395951765	FALSE	TRUE	FALSE	Others, R^2 = -0.541
tad607	4	tad607	3	1	-0.12316433356629047	0.27753048237654854	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad614	3	tad614	3	1	-0.12449008284526086	-0.26494589227899995	TRUE	FALSE	FALSE	Others, R^2 = -0.541
tad625	1	tad625	7	7	-0.16412608235625264	0.105675486414948	FALSE	TRUE	FALSE	Others, R^2 = -0.541
tad631	2	tad631	4	1	-0.13075623002477396	0.3599133740509897	NA	NA	NA	No TSS in affected region, R^2 = -0.655
tad631	4	tad631	12	2	-0.18960921080474216	-0.24107360237455933	TRUE	FALSE	FALSE	Others, R^2 = -0.541
tad635	4	tad635	2	3	-0.5360294331401798	0.5322019602885669	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad635	6	tad635	7	10	-0.1791940377889241	0.17662885795774116	TRUE	FALSE	FALSE	Others, R^2 = -0.541
tad650	3	tad650	5	5	0.1002546156470548	-0.0980953734289417	TRUE	FALSE	FALSE	Others, R^2 = -0.541
tad651	2	tad651	11	3	0.15834882102716952	-0.34579438519516703	TRUE	FALSE	TRUE	Others, R^2 = -0.541
tad653	4	tad653	6	17	-0.15304778968074254	-0.22775848677121224	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad656	1	tad656	2	6	-0.24719897155578563	0.5447467301001194	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad658	4	tad658	6	1	-0.13760361348542516	0.3045695267269866	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad659	2	tad659	2	9	0.13227091424394333	0.7704231671846911	FALSE	TRUE	FALSE	Others, R^2 = -0.541
tad668	6	tad668	7	7	0.2263213652407951	-0.37909385921747746	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad668	10	tad668	11	3	-0.13845699023713876	0.2259103594323788	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad674	2	tad674	4	1	0.32607245108138966	0.4231362842947748	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad675	1	tad675	1	2	-0.35332701682597234	0.3203938719821135	FALSE	TRUE	TRUE	Others, R^2 = -0.541
tad68	4	tad68	4	2	-0.2350199188446636	-0.23376235063358292	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad684	1	tad684	3	2	-0.1136305970037157	0.12925084173367477	FALSE	TRUE	FALSE	Others, R^2 = -0.541
tad685	1	tad685	10	1	0.23739548851591655	0.29221534046475117	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad693	3	tad693	1	2	0.06828549407728782	0.7012495044720133	FALSE	TRUE	FALSE	Others, R^2 = -0.541
tad70	1	tad70	1	1	-0.01305633579766391	0.3512179800675015	FALSE	TRUE	FALSE	Others, R^2 = -0.541
tad700	1	tad700	6	1	-0.2198262871226277	0.09279446400876017	TRUE	FALSE	TRUE	Others, R^2 = -0.541
tad708	2	tad708	6	3	0.13187407378796548	0.4346213220415381	FALSE	TRUE	FALSE	Others, R^2 = -0.541
tad719	2	tad719	15	3	0.14248453339128153	-0.16901201827840942	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad725	3	tad725	10	1	0.31093141656308115	-0.2097885137436888	FALSE	TRUE	TRUE	Others, R^2 = -0.541
tad727	1	tad727	8	1	0.7902236196850219	-0.413770328740884	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad728	2	tad728	6	6	0.13858076908129857	-0.2005314627743482	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad73	1	tad73	10	8	-0.21226268987152025	-0.21004755443671344	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad732	1	tad732	6	22	0.0242960016686022	-0.06699648002630523	NA	NA	NA	No TSS in affected region, R^2 = -0.655
tad74	2	tad74	3	1	0.18665972387505295	-0.37488291405284446	TRUE	FALSE	TRUE	Others, R^2 = -0.541
tad747	1	tad747	4	2	0.11760572611257672	-0.05414393091334087	NA	NA	NA	No TSS in affected region, R^2 = -0.655
tad75	1	tad75	6	1	0.5552324180826296	-0.5721200209771461	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad750	1	tad750	1	1	0.14170306825723503	-0.5302829779176012	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad76	1	tad76	2	4	0.1556360067090404	0.3470279090163908	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad761	2	tad761	1	2	-0.16477384399807113	0.4000845903316509	TRUE	FALSE	TRUE	Others, R^2 = -0.541
tad763	1	tad763	2	1	-0.5352310532999416	0.6592871010754937	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad763	3	tad763	11	15	0.30346997219195904	0.18899707840872565	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad778	1	tad778	4	1	-0.19188284502349745	0.4618302234998661	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad795	1	tad795	4	1	-0.16262909568241404	0.2398349670505022	NA	NA	NA	No TSS in affected region, R^2 = -0.655
tad808	2	tad808	18	1	0.3759055939002435	-0.747855129448832	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad81	1	tad81	5	1	-0.1034102887636448	-0.3495203862917088	FALSE	TRUE	TRUE	Others, R^2 = -0.541
tad823	2	tad823	11	1	0.08744491412515921	-0.05483552334867746	TRUE	FALSE	FALSE	Others, R^2 = -0.541
tad825	2	tad825	1	2	-0.01642464266879343	-0.6145886335750578	FALSE	TRUE	FALSE	Others, R^2 = -0.541
tad837	2	tad837	3	1	-0.21775971647844164	0.2497115741967666	TRUE	FALSE	TRUE	Others, R^2 = -0.541
tad839	1	tad839	3	1	-0.07745658548317504	0.3907305740609929	FALSE	TRUE	FALSE	Others, R^2 = -0.541
tad842	1	tad842	1	1	0.24971584443225353	-0.16900669398441148	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad849	3	tad849	3	1	0.2109438214652657	-0.1182238061186964	TRUE	FALSE	FALSE	Others, R^2 = -0.541
tad857	1	tad857	5	3	-0.3391289022580855	0.16061068664120096	NA	NA	NA	No TSS in affected region, R^2 = -0.655
tad88	3	tad88	1	11	0.00642131044035683	0.4126393356360366	FALSE	TRUE	FALSE	Others, R^2 = -0.541
tad886	2	tad886	7	2	0.22483822550220445	-0.16370760747266935	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad89	5	tad89	5	13	-0.28836414433945684	0.43745637798538783	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad892	3	tad892	4	43	0.17657706670049883	-0.1447315296193092	NA	NA	NA	No TSS in affected region, R^2 = -0.655
tad9	1	tad9	9	1	0.5254886220374216	-0.7372246526808847	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad905	4	tad905	8	23	-0.13322545169610311	0.2336009712508022	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad909	1	tad909	1	1	0.11281918830160206	-0.5155398960870777	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad910	2	tad910	3	31	0.31110929703053647	-0.368060515495484	FALSE	TRUE	FALSE	Others, R^2 = -0.541
tad910	3	tad910	9	3	-0.2195624599711805	0.1806138447008813	TRUE	FALSE	FALSE	Others, R^2 = -0.541
tad917	1	tad917	2	48	0.12144410585286523	-0.26726314186406575	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad922	2	tad922	3	2	-0.15426091597237224	0.5325398629777585	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad922	4	tad922	13	19	0.06832011685702308	0.14589740672730905	FALSE	TRUE	FALSE	Others, R^2 = -0.541
tad923	1	tad923	5	3	-0.2681741191814541	-0.11613007862773586	TRUE	FALSE	FALSE	Others, R^2 = -0.541
tad931	2	tad931	8	1	0.15032961239945433	0.31425784809733526	FALSE	TRUE	FALSE	Others, R^2 = -0.541
tad932	1	tad932	14	1	-0.20528620095406835	-0.05931990497316074	FALSE	TRUE	TRUE	Others, R^2 = -0.541
tad932	2	tad932	7	2	0.07587034992813212	0.39193744566382865	FALSE	TRUE	FALSE	Others, R^2 = -0.541
tad933	3	tad933	2	5	0.2656633025875258	-0.3330538950792768	NA	NA	NA	No TSS in affected region, R^2 = -0.655
tad944	1	tad944	6	28	0.13663459479551865	-0.01515130351372211	NA	NA	NA	No TSS in affected region, R^2 = -0.655
tad952	2	tad952	4	1	0.3466572771313609	-0.4919944051140906	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad952	4	tad952	10	6	-0.10287998235490492	0.28495463313635966	FALSE	TRUE	FALSE	Others, R^2 = -0.541
tad957	3	tad957	14	24	0.14457620868121518	0.39116337480635666	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad959	3	tad959	10	6	-0.13919047352726244	0.21306585454096336	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad959	5	tad959	5	1	0.10050242839291253	0.2551666493916335	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad960	1	tad960	18	2	-0.2795248505325144	-0.07885369161603026	NA	NA	NA	No TSS in affected region, R^2 = -0.655
tad961	1	tad961	2	6	-0.5008805091799535	0.7241258103651912	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad962	2	tad962	2	22	-0.11733058584430456	-0.17002501203648135	TRUE	FALSE	FALSE	Others, R^2 = -0.541
tad963	3	tad963	6	3	0.47588779579158663	-0.26769842516431885	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad965	4	tad965	8	6	0.2561077862195771	-0.3676453733913372	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad965	5	tad965	13	1	-0.2035509519229543	0.29777806448685373	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad972	1	tad972	9	1	-0.23593345737338903	-0.10301047501257232	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
tad98	1	tad98	2	2	-0.4166372084460774	0.6702131737881978	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad982	2	tad982	4	5	0.1758910030095796	-0.2574537305473154	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad984	1	tad984	4	2	0.7303486928021574	-0.25879951580516697	TRUE	TRUE	FALSE	Others, R^2 = -0.541
tad988	4	tad988	7	2	0.19048409347182613	-0.3195835924168739	NA	NA	NA	No TSS in affected region, R^2 = -0.655
tad997	2	tad997	6	3	-0.17112350268208268	0.15961478320087846	TRUE	TRUE	TRUE	All TSS shared by haQTL and mQTL CS, R^2 = -0.749 
